fru_minor_type,dn,fru_major_type,vid,series,_ManagedObject__xtra_props,pid,_handle,_ManagedObject__xtra_props_dirty_mask,clei,oem_part_number,_ManagedObject__status,_class_id,child_action,sku,descr,_ManagedObject__parent_dn,collected_date,policy_owner,sacl,policy_level,rn,status,description,oem_name,int_id,_ManagedObject__parent_mo,name,_child,_dirty_mask,is_sec_fw_update,caption,part_number,vendor_equipment_type
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5670  @ 2.93GHz-revision-0/manufacturing,,V01,,{},A01-X0102,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80614005130AA SLBV7,,EquipmentManufacturingDef,,A01-X0102,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5670  @ 2.93GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X5670 2.93GHz 6-core 95W 12MB Cache,Intel Corporation,253608,,Intel(R) Xeon(R) X5670,[],0,,Intel(R) Xeon(R) X5670 2.93GHz 6-core 95W 12MB Cache,15-12272-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Genuine Intel(R) CPU           X7540 @ 2.00GHz-revision-D0/manufacturing,,V01,,{},A01-X0203,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80604004878AA,,EquipmentManufacturingDef,,A01-X0203,,capabilities/manufacturer-Intel(R) Corporation-model-Genuine Intel(R) CPU           X7540 @ 2.00GHz-revision-D0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X7540 2.00GHz 6-Core 105W 18MB Cache,Intel Corporation,253612,,Intel(R) Xeon(R) X7540,[],0,,Intel(R) Xeon(R) X7540 2.00GHz 6-Core 105W 18MB Cache,15-12279-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5570  @ 2.93GHz-revision-0/manufacturing,,V01,,{},N20-X00001,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80602000765AA,,EquipmentManufacturingDef,,N20-X00001,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5570  @ 2.93GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X5570 2.93GHz 4-core 95W 8MB Cache,Intel Corporation,253616,,Intel(R) Xeon(R) X5570,[],0,,Intel(R) Xeon(R) X5570 2.93GHz 4-core 95W 8MB Cache,15-11807-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5660  @ 2.80GHz-revision-0/manufacturing,,01,,{},UCS-CPU-X5660,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80614005127AA,,EquipmentManufacturingDef,,UCS-CPU-X5660,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X5660  @ 2.80GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X5660 2.80GHz 6c/95W/12MB Cache DDR3-1333,Intel Corporation,253620,,Intel(R) Xeon(R) X5660,[],0,,Intel(R) Xeon(R) X5660 2.80GHz 95W 12MB Cache,15-13443-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X7540 @ 2.00GHz-revision-0/manufacturing,,V01,,{},A01-X0203,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80604004878AA,,EquipmentManufacturingDef,,A01-X0203,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X7540 @ 2.00GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X7540 2.00GHz 6-Core 105W 18MB Cache,Intel Corporation,253624,,Intel(R) Xeon(R) X7540,[],0,,Intel(R) Xeon(R) X7540 2.00GHz 6-Core 105W 18MB Cache,15-12279-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Genuine Intel(R) CPU           X7560 @ 2.27GHz-revision-0/manufacturing,,V01,,{},A01-X0200,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80604004869AA,,EquipmentManufacturingDef,,A01-X0200,,capabilities/manufacturer-Intel(R) Corporation-model-Genuine Intel(R) CPU           X7560 @ 2.27GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X7560 2.27GHz 8-Core 130W 24MB Cache,Intel Corporation,253628,,Intel (R) Xeon(R) X7560,[],0,,Intel(R) Xeon(R) 8-Core Nehalem-EX  X7560 ,15-12281-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X7520 @ 1.86GHz-revision-0/manufacturing,,V01,,{},A01-X0209,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80604004887AA,,EquipmentManufacturingDef,,A01-X0209,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU           X7520 @ 1.86GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) X7520 1.86GHz 4-Core 95W 18MB Cache,Intel Corporation,253632,,Intel(R) Xeon(R) X7520,[],0,,Intel(R) Xeon(R) X7520 1.86GHz 4-Core 95W 18MB Cache,15-12287-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650L v2 @ 1.70GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52650LB,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501287602,,EquipmentManufacturingDef,,UCS-CPU-E52650LB,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650L v2 @ 1.70GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2650L v2 1.7GHz 70W 10C 25MB Cache DDR3 1600MHz,Intel Corporation,253638,,Intel(R) Xeon(R) E5-2650L v2,[],0,,Intel(R) Xeon(R) E5-2650L v2 1.7GHz 70W 10C 25MB 1600MHz,15-14443-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630LB  @ 2.40 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2630LB,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2630LB,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630LB  @ 2.40 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2630LB 2.40GHz 60W 6C 15MB Cache CPU,Intel Corporation,253642,,Intel(R) Xeon(R) E5-2630LB,[],0,,Intel(R) Xeon(R) E5-2630LB 2.40 GHz 60W 15MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630L v2 @ 2.40GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52630LB,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501376200,,EquipmentManufacturingDef,,UCS-CPU-E52630LB,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630L v2 @ 2.40GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2630L v2 2.4GHz 60W 6C 15MB Cache DDR3 1600MHz,Intel Corporation,253646,,Intel(R) Xeon(R) E5-2630L v2,[],0,,Intel(R) Xeon(R) E5-2630L v2 2.4GHz 60W 6C 15MB 1600MHz,15-14444-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650LB  @ 1.70 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2650LB,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2650LB,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650LB  @ 1.70 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2650LB 1.70GHz 70W 10C 25MB Cache CPU,Intel Corporation,253650,,Intel(R) Xeon(R) E5-2650LB,[],0,,Intel(R) Xeon(R) E5-2650LB 1.70 GHz 70W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2680B  @ 2.80 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2680B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2680B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2680B  @ 2.80 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2680B 2.80GHz 115W 10C 25MB Cache CPU,Intel Corporation,253654,,Intel(R) Xeon(R) E5-2680B,[],0,,Intel(R) Xeon(R) E5-2680B 2.80 GHz 115W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2637B  @ 3.50 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2637B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2637B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2637B  @ 3.50 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2637B 3.50GHz 130W 4C 15MB Cache CPU,Intel Corporation,253658,,Intel(R) Xeon(R) E5-2637B,[],0,,Intel(R) Xeon(R) E5-2637B 3.50 GHz 130W 15MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2650L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8062107185309,,EquipmentManufacturingDef,,UCS-CPU-E5-2650L,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2650L 1.80 GHz 70W 8C 20MB Cache DDR3 1600MHz,Intel Corporation,253662,,Intel(R) Xeon(R) E5-2650L,[],0,,Intel(R) Xeon(R) E5-2650L 1.80 GHz 70W 20MB Cache,15-13579-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52630B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501288100,,EquipmentManufacturingDef,,UCS-CPU-E52630B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2630 v2 2.6GHz 80W 6C 15MB Cache DDR3 1600MHz,Intel Corporation,253666,,Intel(R) Xeon(R) E5-2630 v2,[],0,,Intel(R) Xeon(R) E5-2630 v2 2.6GHz 80W 6C 15MB 1600MHz,15-14442-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650B  @ 2.60 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2650B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2650B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650B  @ 2.60 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2650B 2.60GHz 95W 8C 20MB Cache CPU,Intel Corporation,253670,,Intel(R) Xeon(R) E5-2650B,[],0,,Intel(R) Xeon(R) E5-2650B 2.60 GHz 95W 20MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2620B  @ 2.10 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2620B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2620B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2620B  @ 2.10 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2620B 2.10GHz 80W 6C 15MB Cache CPU,Intel Corporation,253674,,Intel(R) Xeon(R) E5-2620B,[],0,,Intel(R) Xeon(R) E5-2620B 2.10 GHz 80W 15MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52660B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501452503,,EquipmentManufacturingDef,,UCS-CPU-E52660B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2660 v2 2.2GHz 95W 10C 25MB Cache DDR3 1866MHz,Intel Corporation,253678,,Intel(R) Xeon(R) E5-2660 v2,[],0,,Intel(R) Xeon(R) E5-2660 v2 2.2GHz 95W 10C 25MB 1866MHz,15-14457-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52640B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501288202,,EquipmentManufacturingDef,,UCS-CPU-E52640B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2640 v2 2.0GHz 95W 8C 20MB Cache DDR3 1600MHz,Intel Corporation,253682,,Intel(R) Xeon(R) E5-2640 v2,[],0,,Intel(R) Xeon(R) E5-2640 v2 2.0GHz 95W 8C 20MB 1600MHz,15-14460-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2670B  @ 2.50 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2670B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2670B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2670B  @ 2.50 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2670B 2.50GHz 115W 10C 25MB Cache CPU,Intel Corporation,253686,,Intel(R) Xeon(R) E5-2670B,[],0,,Intel(R) Xeon(R) E5-2670B 2.50 GHz 115W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52650B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501375101,,EquipmentManufacturingDef,,UCS-CPU-E52650B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2650 v2 2.6GHz 95W 8C 20MB Cache DDR3 1866MHz,Intel Corporation,253690,,Intel(R) Xeon(R) E5-2650 v2,[],0,,Intel(R) Xeon(R) E5-2650 v2 2.6GHz 95W 8C 20MB 1866MHz,15-14459-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2643 v2 @ 3.50GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52643B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501287403,,EquipmentManufacturingDef,,UCS-CPU-E52643B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2643 v2 @ 3.50GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2643 v2 3.5GHz 130W 6C 25MB Cache DDR3 1866MHz,Intel Corporation,253694,,Intel(R) Xeon(R) E5-2643 v2,[],0,,Intel(R) Xeon(R) E5-2643 v2 3.5GHz 130W 6C 25MB 1866MHz,15-14462-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2667 v2 @ 3.30GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52667B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501287304,,EquipmentManufacturingDef,,UCS-CPU-E52667B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2667 v2 @ 3.30GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2667 v2 3.30GHz 130W 8C 25MB Cache DDR3 1866MHz,Intel Corporation,253698,,Intel(R) Xeon(R) E5-2667 v2,[],0,,Intel(R) Xeon(R) E5-2667 v2 3.30GHz 130W 8C 25MB 1866MHz,15-14441-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52620B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501288301,,EquipmentManufacturingDef,,UCS-CPU-E52620B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2620 v2 2.1GHz  80W 6C 15MB Cache DDR3 1600MHz,Intel Corporation,253702,,Intel(R) Xeon(R) E5-2620 v2,[],0,,Intel(R) Xeon(R) E5-2620 v2 2.1GHz 80W 6C 15MB 1600MHz,15-14461-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2658B  @ 2.80 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2658B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2658B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2658B  @ 2.80 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2658B 2.80GHz 115W 10C 25MB Cache CPU,Intel Corporation,253706,,Intel(R) Xeon(R) E5-2658B,[],0,,Intel(R) Xeon(R) E5-2658B 2.80 GHz 115W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630B  @ 2.60 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2630B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2630B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630B  @ 2.60 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2630B 2.60GHz 80W 6C 15MB Cache CPU,Intel Corporation,253710,,Intel(R) Xeon(R) E5-2630B,[],0,,Intel(R) Xeon(R) E5-2630B 2.60 GHz 80W 15MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2643B  @ 3.30 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2643B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2643B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2643B  @ 3.30 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2643B 3.30GHz 130W 6C 25MB Cache CPU,Intel Corporation,253714,,Intel(R) Xeon(R) E5-2643B,[],0,,Intel(R) Xeon(R) E5-2643B 3.30 GHz 130W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52670B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501375000,,EquipmentManufacturingDef,,UCS-CPU-E52670B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2670 v2 2.5GHz 115W 10C 25MB Cache DDR3 1866MHz,Intel Corporation,253718,,Intel(R) Xeon(R) E5-2670 v2,[],0,,Intel(R) Xeon(R) E5-2670 v2 2.5GHz 115W 10C 25MB 1866MHz,15-14454-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2660B  @ 2.20 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2660B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2660B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2660B  @ 2.20 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2660B 2.20GHz 95W 10C 25MB Cache CPU,Intel Corporation,253722,,Intel(R) Xeon(R) E5-2660B,[],0,,Intel(R) Xeon(R) E5-2660B 2.20 GHz 95W 25MB Cache,15-13366-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52680B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501374901,,EquipmentManufacturingDef,,UCS-CPU-E52680B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2680 v2 2.8GHz 115W 10C 25MB Cache DDR3 1866MHz,Intel Corporation,253726,,Intel(R) Xeon(R) E5-2680 v2,[],0,,Intel(R) Xeon(R) E5-2680 v2 2.8GHz 115W 10C 25MB 1866MHz,15-14453-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2637 v2 @ 3.50GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52637B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501520800,,EquipmentManufacturingDef,,UCS-CPU-E52637B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2637 v2 @ 3.50GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2637 v2 3.5GHz 130W 4C 15MB Cache DDR3 1866MHz,Intel Corporation,253730,,Intel(R) Xeon(R) E5-2637 v2,[],0,,Intel(R) Xeon(R) E5-2637 v2 3.5GHz 130W 4C 15MB 1866MHz,15-14455-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-4650L 0 @ 2.60GHz-revision-0/manufacturing,,1,,{},UCS-CPU-E5-4650L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8062101229300,,EquipmentManufacturingDef,,UCS-CPU-E5-4650L,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-4650L 0 @ 2.60GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-4650L 2.60GHz 115 W 20MB Cache DDR3 1600MHz,Intel Corporation,253734,,Intel(R) Xeon(R) E5-4650L,[],0,,Intel(R) Xeon(R) E5-4650L 2.60GHz 115 W 20MB Cache DDR3 1600MHz,15-14193-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2609 v2 @ 2.50GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E52609B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8063501375800,,EquipmentManufacturingDef,,UCS-CPU-E52609B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2609 v2 @ 2.50GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2609 v2 2.5GHz 80W 4C 10MB Cache DDR3 1333MHz,Intel Corporation,253738,,Intel(R) Xeon(R) E5-2609 v2,[],0,,Intel(R) Xeon(R) E5-2609 v2 2.5GHz 80W 4C 10MB 1333MHz,15-14464-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630L 0 @ 2.00GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2630L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,CM8062107185405,,EquipmentManufacturingDef,,UCS-CPU-E5-2630L,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2630L 0 @ 2.00GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2630L 2.00 GHz 60W 6C 15MB Cache DDR3 1333MHz,Intel Corporation,253742,,Intel(R) Xeon(R) E5-2630L,[],0,,Intel(R) Xeon(R) E5-2630L 2.00 GHz 60W 15MB Cache,15-13577-01,
,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2609B  @ 2.50 GHz-revision-0/manufacturing,,01,,{},UCS-CPU-E5-2609B,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,AT80615006750AB SLBV5,,EquipmentManufacturingDef,,UCS-CPU-E5-2609B,,capabilities/manufacturer-Intel(R) Corporation-model-Intel(R) Xeon(R) CPU E5-2609B  @ 2.50 GHz-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Intel(R) Xeon(R) E5-2609B 2.50GHz 80W 4C 10MB Cache CPU,Intel Corporation,253746,,Intel(R) Xeon(R) E5-2609B,[],0,,Intel(R) Xeon(R) E5-2609B 2.50 GHz 80W 10MB Cache,15-13366-01,
